loan_id,applicant_name,pan_number,age,gender,city,state,education,employment_status,months_employed,annual_income_inr,annual_income_stated_inr,property_ownership,loan_id_duplicate,loan_amount_inr,loan_purpose,loan_grade,interest_rate,loan_term_months,application_date,credit_score,num_credit_lines,num_open_accounts,num_late_payments,dti_ratio,bankruptcies,loan_to_income_ratio,default_status,default_label
LN1001042,Rajesh Narang,JZTCG0286D,29,Male,Noida,Uttar Pradesh,10th Pass,Salaried,7,399419,513364,Own,LN1001042,500097,Debt Consolidation,C,13.02,24,2024-12-10,736,13,12,1,41.05,0,1.2521,0,No Default
LN1001043,Aakash Nanda,LTGZA3782N,37,Male,Surat,Gujarat,Post-Graduate,Self-Employed,53,271659,282343,Own,LN1001043,124787,Agriculture,E,8.48,36,2022-07-12,646,4,14,0,7.62,0,0.4594,0,No Default
LN1001044,Nikhil Bhosale,CRPRA5012S,42,Male,Bhopal,Madhya Pradesh,10th Pass,Part-Time,185,727111,708145,Own,LN1001044,633226,Consumer Durables,E,12.55,60,2021-05-14,636,10,9,3,,0,0.8709,1,Default
LN1001045,Esha Sharma,KYQBP6492F,21,Female,Nagpur,Maharashtra,Professional Degree,Contract/Freelance,36,841253,638567,Mortgaged,LN1001045,245591,Credit Card Payoff,C,8,84,16 Mar 2024,720,7,1,0,12.73,1,0.2919,0,No Default
LN1001046,Jyoti Shukla,BPLRZ0423X,46,Female,Aurangabad,Maharashtra,Illiterate,Unemployed,11,150000,190740,Mortgaged,LN1001046,365316,Credit Card Payoff,D,16.16,60,2022-08-09,702,5,9,2,54.17,0,2.4354,1,Default
LN1001047,Krishna Das,UXUBE3682O,31,Male,Surat,Gujarat,Diploma,Salaried,47,436602,558367,Company Provided,LN1001047,339418,Personal Use,G,13.79,72,2023-03-13,523,17,10,1,34.09,0,0.7774,1,Default
LN1001048,Rajesh Chatterjee,VYDED9604Z,39,Male,Hyderabad,Telangana,Diploma,Salaried,34,867279,652294,Parental Home,LN1001048,148734,Education Fees,B,11.78,24,2023-06-03,768,18,8,1,32.1,0,0.1715,0,No Default
LN1001049,Zubin Khanna,SANSQ1425N,46,Male,Gurgaon,Haryana,Diploma,,36,395534,431875,Parental Home,LN1001049,161593,Consumer Durables,B,13.4,84,2023-09-30,760,11,1,0,48.45,2,0.4085,0,No Default
LN1001050,Zubin Menon,BCWRM5291A,21,Male,Patna,Bihar,12th Pass,Unemployed,31,685180,823575,Company Provided,LN1001050,713156,Travel,F,12.73,12,2022-02-15,,15,7,,41.33,0,1.0408,1,Default
LN1001051,Abhilasha Jain,EORLZ3207F,27,Female,Ludhiana,Punjab,Diploma,Government Employee,53,546177,618031,Own,LN1001051,478922,  Travel  ,D,9.05,48,2021-11-19,681,7,9,1,18.07,0,0.8769,0,No Default
LN1001052,Divya Doshi,PDBFH7335A,32,Female,Chennai,Tamil Nadu,Illiterate,Part-Time,,543071,540135,Rented,LN1001052,755423,Personal Use,D,12.6,36,2020-02-28,689,18,4,1,33.94,0,1.391,1,Default
LN1001053,Krishna Nair,CRPAW1988G,27,Male,Rajkot,Gujarat,Post-Graduate,Retired,208,375949,345149,Parental Home,LN1001053,454639,Home Renovation,E,10.19,60,2022-10-09,670,6,13,0,29.97,0,1.2093,0,No Default
LN1001054,Kavita Srinivasan,RMFEO6806Q,52,Female,Guwahati,Assam,Illiterate,Salaried,83,213213,263365,Rented,LN1001054,400349,Business Expansion,F,,24,2024-10-08,605,18,13,0,8.83,1,1.8777,1,Default
LN1001055,Sachin Srinivasan,DTMZB1646H,26,Male,Rajkot,Gujarat,Illiterate,Retired,14,225727,265365,Company Provided,LN1001055,108206,Medical Emergency,F,13.02,12,2021-10-27,596,16,9,3,24.65,1,0.4794,1,Default
LN1001056,Devesh Desai,VKTBI3173O,29,Male,Aurangabad,Maharashtra,Diploma,Contract/Freelance,62,677125,782542,Own,LN1001056,299761,Medical Emergency,E,11.31,36,2021-01-07,647,2,1,0,32.25,0,0.4427,0,No Default
LN1001057,Rekha Nair,PWTDP7867F,37,Female,Mumbai,Maharashtra,,Salaried,11,447608,553113,Company Provided,LN1001057,355340,,C,8.42,12,2022-09-25,743,19,9,0,33.28,0,0.7939,0,No Default
LN1001058,Hitesh Srinivasan,GNMBP4577Y,22,Male,Rajkot,Gujarat,,Contract/Freelance,73,407131,565068,Parental Home,LN1001058,1421431,Travel,D,9.23,36,2021-03-10,693,1,6,3,12.77,0,3.4913,1,Default
LN1001059,Kartik Hegde,QJKMU9353J,31,Male,Nagpur,Maharashtra,Professional Degree,Salaried,7,343061,346877,Own,LN1001059,585879,AGRICULTURE,F,15.94,48,2021-12-27,620,11,4,1,52.27,0,1.7078,1,Default
LN1001060,Dinesh Nanda,WMMTV5565Z,38,Male,Varanasi,Uttar Pradesh,10th Pass,Unemployed,30,368386,372592,Own,LN1001060,1061552,Agriculture,C,,36,2024-06-21,711,5,12,0,33.47,0,2.8816,1,Default
LN1001061,Ashok Pandey,OMCMI5622I,31,Male,Thane,Maharashtra,12th Pass,Retired,,829142,828588,Parental Home,LN1001061,550331,Medical Emergency,G,15.56,36,2021-06-13,422,16,12,1,35.56,0,0.6637,1,Default
LN1001062,Rohan Menon,WPFYI2191K,34,Male,Jaipur,Rajasthan,Professional Degree,Salaried,15,361802,333435,Company Provided,LN1001062,220155,Vehicle Purchase,C,10.9,24,2021-11-28,741,1,5,0,41.01,0,0.6085,0,No Default
LN1001063,Roshni Bajaj,NKGLR7817J,29,Female,Mysuru,Karnataka,Diploma,Unemployed,87,197869,245191,Parental Home,LN1001063,393165,Consumer Durables,G,11.89,24,2021-07-26,,19,7,2,23.18,0,1.987,1,Default
LN1001064,Devesh Narang,ERSOF4517J,21,Male,Srinagar,Jammu & Kashmir,12th Pass,Unemployed,49,691204,872049,Mortgaged,LN1001064,427349,,E,13.74,48,2024-12-07,621,14,10,0,41.85,0,0.6183,0,No Default
LN1001065,Yash Reddy,QFUVE6424I,38,Male,Nagpur,Maharashtra,Illiterate,Part-Time,24,,477239,Company Provided,LN1001065,187698,Personal Use,F,14.58,60,2023-05-05,560,3,13,2,29.49,0,0.4798,1,Default
LN1001066,Girish Shah,YLIGB1353C,52,Male,Mumbai,Maharashtra,Illiterate,Contract/Freelance,26,450826,590598,Company Provided,LN1001066,276766,Business Expansion,G,10.96,36,2023-12-07,546,2,4,1,21.55,0,0.6139,1,Default
LN1001067,Kavita Hegde,EYYLZ5251B,35,Female,Ahmedabad,Gujarat,Illiterate,Retired,124,1160715,1248008,Mortgaged,LN1001067,313628,Debt Consolidation,C,13.65,24,2024-12-07,742,5,8,1,43.6,0,0.2702,0,No Default
LN1001068,Aarav Dubey,ZQMCL3117B,37,Male,Chennai,Tamil Nadu,Diploma,Government Employee,11,436989,487826,Parental Home,LN1001068,1114519,Personal Use,F,15.28,48,2021-07-19,,17,3,2,57.38,0,2.5505,1,Default
LN1001069,Gayatri Deshpande,BBCND0740V,41,Female,Jaipur,Rajasthan,,Part-Time,56,526238,609312,Mortgaged,LN1001069,84413,Travel,D,11.93,48,2023-02-12,677,18,2,1,45.87,0,0.1604,0,No Default
LN1001070,Yash Tiwari,OAIQH4265I,22,Male,Surat,Gujarat,Professional Degree,Salaried,58,218086,217433,Company Provided,LN1001070,842452,Education Fees,E,14.83,36,2020-01-21,646,1,1,1,48.84,0,3.8629,1,Default
LN1001071,Siddharth Bhosale,YJGAP7193R,52,Male,Delhi,Delhi,Post-Graduate,Unemployed,,387781,348807,Mortgaged,LN1001071,188008,Agriculture,D,9.56,36,2022-11-24,688,15,14,0,27.19,0,0.4848,0,No Default
LN1001072,Gayatri Dixit,QYCTZ2408H,37,Female,Hyderabad,Telangana,Diploma,Part-Time,59,637758,689902,Mortgaged,LN1001072,138627,Debt Consolidation,E,8,24,2021-01-26,656,9,13,,11.04,0,0.2174,0,No Default
LN1001073,Naveen Tripathi,GPXXH0648M,51,Male,Mysuru,Karnataka,Graduate,Unemployed,42,173993,172255,Mortgaged,LN1001073,827330,Vehicle Purchase,G,15.11,24,2020-06-24,547,5,6,1,57.35,1,4.755,1,Default
LN1001074,Tarun Kulkarni,LGWKL1887A,27,Male,Vadodara,Gujarat,Graduate,Retired,111,499072,691393,Parental Home,LN1001074,604603,Debt Consolidation,C,14.59,36,2021-05-09,,13,2,0,65.82,0,1.2115,1,Default
LN1001075,Madhuri Bhatt,OHWMU5346O,53,Female,Kochi,Kerala,Diploma,Part-Time,84,469993,393186,Mortgaged,LN1001075,871667,Consumer Durables,F,14.07,12,2024-01-14,610,19,8,1,58.14,0,1.8546,0,No Default
LN1001076,Aakash Joshi,PJSPS3723M,42,Male,Patna,Bihar,Professional Degree,Self-Employed,60,453509,476705,Parental Home,LN1001076,634435,Home Renovation,G,14.89,36,2022-04-12,525,10,11,3,29.96,0,1.3989,1,Default
LN1001077,Isha Chaudhary,HSXJW9656C,40,Female,Jaipur,Rajasthan,10th Pass,Part-Time,1,824304,909538,Mortgaged,LN1001077,1531704,Business Expansion,F,11.14,48,2022-09-27,615,14,10,1,17.68,0,1.8582,1,Default
LN1001078,Aakash Ghosh,LUKIJ4790I,37,Male,Meerut,Uttar Pradesh,10th Pass,,22,540723,505850,Own,LN1001078,535580,Business Expansion,B,9.76,72,2023-02-11,,12,13,1,19.01,0,0.9905,0,No Default
LN1001079,Meera Agarwal,JGXGE2555G,32,Female,Visakhapatnam,Andhra Pradesh,Professional Degree,Government Employee,47,1073938,1064411,Company Provided,LN1001079,324637,Agriculture,C,10.45,48,2024-04-01,718,11,4,2,9.74,0,0.3023,0,No Default
LN1001080,Geeta Pillai,VZJTC9060C,47,Female,Bhubaneswar,Odisha,Professional Degree,Retired,35,,260571,Own,LN1001080,460490,Personal Use,E,13.52,48,2021-05-07,622,7,9,1,33.39,1,1.8893,1,Default
LN1001081,Kiran Chaudhary,NGDDL8141C,36,Male,Indore,Madhya Pradesh,Post-Graduate,Salaried,18,480006,425296,Rented,LN1001081,864951,Business Expansion,E,15.46,36,2023-11-15,622,17,4,2,59.09,0,1.802,1,Default
LN1001082,Sandeep Mukherjee,GCBRU9915N,21,Male,Indore,Madhya Pradesh,Graduate,Unemployed,7,465412,521823,Company Provided,LN1001082,209910,Credit Card Payoff,E,14.34,24,2022-09-02,624,18,4,3,32.88,0,0.451,0,No Default
LN1001083,Lalit Bajaj,XGVFS0181D,23,Male,Indore,Madhya Pradesh,Professional Degree,Retired,38,232919,302013,Own,LN1001083,229504,Personal Use,A,13.09,36,2023-08-15,816,7,13,2,39.53,0,0.9853,0,No Default
LN1001084,Anjali Malhotra,UOJEN1731I,33,Female,Srinagar,Jammu & Kashmir,10th Pass,Self-Employed,16,785265,787756,Own,LN1001084,291772,Debt Consolidation,D,14.97,48,2023-12-28,680,6,12,0,55.63,0,0.3716,0,No Default
LN1001085,Nandini Menon,NANBD0118L,38,Female,Aurangabad,Maharashtra,Diploma,Salaried,12,1784776,2097485,Own,LN1001085,83016,Travel,D,12.27,60,2022-10-02,684,11,8,1,28.94,0,0.0465,0,No Default
LN1001086,Nikhil Tiwari,OHGEC2670M,34,Male,Gurgaon,Haryana,Graduate,Retired,24,437922,576384,Company Provided,LN1001086,398975,Credit Card Payoff,C,14.72,60,06-07-2022,732,12,12,0,,0,0.9111,1,Default
LN1001087,Sanjay Kulkarni,DHNMT5784U,47,Male,Meerut,Uttar Pradesh,Diploma,Contract/Freelance,73,598997,725391,Company Provided,LN1001087,96733,Education Fees,E,15.97,36,2024-06-11,669,16,13,2,64.88,2,0.1615,1,Default
LN1001088,Shubham Dubey,YJPST7545P,21,Male,Delhi,Delhi,10th Pass,Government Employee,32,465427,442594,Own,LN1001088,375923,Education Fees,E,11.6,36,2020-02-05,629,19,8,0,,0,0.8077,0,No Default
LN1001089,Falak Mehta,DABZV1932A,36,Female,Kochi,Kerala,Post-Graduate,Part-Time,11,288326,239123,Own,LN1001089,663777,Wedding Expenses,E,12.05,48,2020-07-09,634,19,5,3,26.34,0,2.3022,1,Default
LN1001090,Kalpana Malhotra,IFALQ1877U,21,Female,Lucknow,Uttar Pradesh,Illiterate,,5,150000,152000,Company Provided,LN1001090,259415,Credit Card Payoff,E,15.45,48,2021-08-25,644,11,3,2,45.46,1,1.7294,1,Default
LN1001091,Manish Mittal,UKDXX2373G,42,Male,Bhubaneswar,Odisha,Post-Graduate,Contract/Freelance,33,289681,309627,Company Provided,LN1001091,1171717,Wedding Expenses,E,11.44,24,2021-03-29,647,16,12,0,29.79,0,4.0449,1,Default
LN1001092,Aishwarya Pillai,MKBYX9204M,34,Female,Raipur,Chhattisgarh,Diploma,Self-Employed,75,191918,143851,Rented,LN1001092,130307,Consumer Durables,D,10.55,48,2022-04-08,708,12,2,1,17.65,0,0.679,1,Default
LN1001093,Jitendra Das,XWCHV5098C,39,Male,Rajkot,Gujarat,10th Pass,Retired,50,1229921,1308882,Company Provided,LN1001093,833911,Medical Emergency,E,13.39,36,2023-11-17,654,8,9,1,54.22,0,0.678,1,Default
LN1001094,Aditi Verma,JFXEZ1720G,26,Female,Guwahati,Assam,Diploma,Part-Time,,412889,386474,Parental Home,LN1001094,581052,Credit Card Payoff,D,13.73,48,2021-05-13,,3,14,1,53.25,0,1.4073,1,Default
LN1001095,Mohan Sinha,QJLIP3338S,47,Male,Kolkata,West Bengal,Graduate,,27,359492,374644,Mortgaged,LN1001095,108964,Wedding Expenses,E,11.21,36,2021-09-19,,2,9,0,37.33,0,0.3031,0,No Default
LN1001096,Rupa Rao,DLMTA7750E,45,Female,Indore,Madhya Pradesh,Diploma,Contract/Freelance,92,754259,764250,Parental Home,LN1001096,2415836,Business Expansion,E,9.62,48,2023-09-21,656,6,5,3,16.06,0,3.2029,1,Default
LN1001097,Bhavya Patil,YJRLS2190M,40,Female,Meerut,Uttar Pradesh,,Part-Time,9,225697,232238,Mortgaged,LN1001097,346409,Agriculture,G,12.67,60,2023-04-06,,16,14,2,16.56,0,1.5348,1,Default
LN1001098,Jyoti Deshpande,HFBAD4178N,33,male,Mumbai,Maharashtra,Post-Graduate,Unemployed,36,279255,327496,Rented,LN1001098,195978,Consumer Durables,C,12.08,84,2022-01-25,,15,13,3,36.61,0,0.7018,0,No Default
LN1001099,Sangita Kumar,OGXAB8240O,40,Female,Agra,Uttar Pradesh,Post-Graduate,Unemployed,21,460857,419426,Rented,LN1001099,135271,Vehicle Purchase,D,10.89,72,2022-08-27,677,14,8,1,27.5,0,0.2935,0,No Default
LN1001100,Tarun Jog,XERCR8373P,27,Male,Visakhapatnam,Andhra Pradesh,Post-Graduate,Unemployed,6,820165,644290,Own,LN1001100,310514,Vehicle Purchase,C,9.47,36,2023-02-07,729,2,7,0,29.88,0,0.3786,0,No Default
LN1001101,Nandini Nanda,YGOXV3656W,43,Female,Raipur,Chhattisgarh,Professional Degree,Retired,2,597799,708064,Company Provided,LN1001101,331311,  Agriculture  ,G,16.3,36,2022-12-23,418,18,3,1,50.33,0,0.5542,1,Default
LN1001102,Chitra Doshi,PRUUG8429J,51,Female,Vadodara,Gujarat,10th Pass,Self-Employed,,513494,594131,Mortgaged,LN1001102,389201,Travel,A,12.77,36,2021-12-05,817,14,12,1,46,1,0.7579,0,No Default
LN1001103,Devesh Joshi,MSKYH8112Z,45,Male,Srinagar,Jammu & Kashmir,12th Pass,Government Employee,1,463643,528883,Own,LN1001103,294061,Credit Card Payoff,E,14.82,12,2022-05-21,638,18,5,2,55.67,0,0.6342,1,Default
LN1001104,Harsh Hegde,FYMDC5374K,27,Male,Raipur,Chhattisgarh,Graduate,Self-Employed,5,562497,521538,Own,LN1001104,564252,Travel,C,10.48,24,2024-03-07,738,2,13,3,20.14,0,1.0031,1,Default
LN1001105,Lalita Krishnan,HGQYR7904N,38,Female,Jaipur,Rajasthan,10th Pass,Contract/Freelance,20,499314,575026,Own,LN1001105,276138,Home Renovation,F,12.6,12,2023-02-01,566,1,9,0,29.85,0,0.553,1,Default
LN1001106,Jagdish Desai,EMAYD2849S,22,Male,Delhi,Delhi,Diploma,Unemployed,2,238474,206988,Company Provided,LN1001106,93482,Home Renovation,D,14.09,60,2021-11-08,699,2,4,1,46.38,0,0.392,0,No Default
LN1001107,Lokesh Tripathi,FLGGU3558D,40,Male,Noida,Uttar Pradesh,Diploma,Unemployed,24,454815,461545,Own,LN1001107,326259,Personal Use,F,14.37,36,2021-12-21,565,9,3,2,41.72,0,0.7173,1,Default
LN1001108,Nandini Tiwari,CUAOM0986B,39,Female,Faridabad,Haryana,Illiterate,Self-Employed,6,232300,299105,Mortgaged,LN1001108,69062,Debt Consolidation,F,16.74,12,2023-12-10,,9,7,2,57.99,0,0.2973,0,No Default
LN1001109,Ashok Dixit,AEDZJ6835B,21,Male,Varanasi,Uttar Pradesh,Professional Degree,Government Employee,20,464468,533972,Company Provided,LN1001109,463999,Wedding Expenses,A,13.15,60,2022-07-18,803,16,8,2,41.31,0,0.999,1,Default
LN1001110,Swati Agarwal,EICZC0097M,23,Female,Patna,Bihar,12th Pass,Retired,75,331575,347841,Own,LN1001110,182497,Education Fees,E,15.64,48,2021-07-08,,11,5,2,62.72,0,0.5504,1,Default
LN1001111,Ankit Dubey,VMGHV0614I,32,Male,Gurgaon,Haryana,Diploma,Contract/Freelance,47,2030167,2108121,Own,LN1001111,406098,Personal Use,E,12.6,60,2021-09-19,667,6,13,1,43.1,0,0.2,0,No Default
LN1001112,Ajay Goel,EUNMF2331P,31,Male,Hyderabad,Telangana,Illiterate,Government Employee,28,431949,386486,Parental Home,LN1001112,908774,Consumer Durables,C,13.4,48,2021-05-29,719,12,8,1,50.93,0,2.1039,1,Default
LN1001113,Dev Shinde,VJNHS4829J,22,Male,Ahmedabad,Gujarat,Diploma,Retired,4,190509,248238,Mortgaged,LN1001113,186442,Business Expansion,D,14.33,24,2021-04-17,689,3,5,5,30.15,2,0.9787,1,Default
LN1001114,Vijay Ghosh,RFLSA0819E,38,Male,Nagpur,Maharashtra,10th Pass,Part-Time,46,408191,494572,Own,LN1001114,761373,,E,12.57,12,2020-09-04,662,12,9,1,35.21,0,1.8652,1,Default
LN1001115,Chitra Kapoor,DBURP7416V,37,Female,Surat,Gujarat,Professional Degree,Part-Time,8,604172,712746,Rented,LN1001115,267433,CONSUMER DURABLES,D,14.56,60,2024-01-17,679,1,7,2,48.66,0,0.4426,0,No Default
LN1001116,Neha Nanda,OPYFM0110B,33,Female,Visakhapatnam,Andhra Pradesh,Professional Degree,,3,1207446,1263084,Own,LN1001116,1235808,Consumer Durables,A,13.15,24,2021-01-29,842,9,5,2,59.19,0,1.0235,0,No Default
LN1001117,Mukesh Ghosh,VUKVM9784K,27,Male,Jodhpur,Rajasthan,Post-Graduate,Salaried,52,310620,312283,Parental Home,LN1001117,280517,Personal Use,E,14.16,48,2021-10-08,645,6,13,0,0,0,0.9031,1,Default
LN1001118,Kusum Patil,TSRYT8181I,45,Female,Faridabad,Haryana,10th Pass,Unemployed,116,171192,161962,Parental Home,LN1001118,201119,Business Expansion,E,11.66,36,2020-09-01,N/A,11,9,1,33.75,0,1.1748,1,Default
LN1001119,Aishwarya Narang,KMZDW2699X,51,Female,Kolkata,West Bengal,Post-Graduate,Salaried,29,722232,920612,Parental Home,LN1001119,585995,Wedding Expenses,C,14.55,72,2024-03-01,734,3,5,2,55.66,1,0.8114,1,Default
LN1001120,Smita Shinde,EAAJI6317Q,30,Female,Gurgaon,Haryana,Illiterate,Unemployed,2,193230,152274,Own,LN1001120,266984,Debt Consolidation,C,8,48,2023-01-02,738,4,8,0,2.12,0,1.3817,0,No Default
LN1001121,Sunita Shah,FDRWT2355T,28,Female,Indore,Madhya Pradesh,12th Pass,Self-Employed,101,340546,389922,Parental Home,LN1001121,200984,,C,10.84,48,2024-04-09,744,10,12,1,13.67,0,0.5902,0,No Default
LN1001122,Pratik Menon,FUTBZ5294J,39,Male,Faridabad,Haryana,Graduate,Self-Employed,3,379051,312186,Parental Home,LN1001122,259240,Home Renovation,D,13.8,36,2023-11-14,701,19,4,3,45.22,0,0.6839,0,No Default
LN1001123,Jagdish Chopra,IKQUM8996H,31,Male,Hyderabad,Telangana,Illiterate,Part-Time,97,424310,436864,Mortgaged,LN1001123,351082,TRAVEL,F,12.73,84,2021-01-14,558,6,9,1,35.21,2,0.8274,1,Default
LN1001124,Gita Nair,YVFGX8865M,33,Female,Mumbai,Maharashtra,10th Pass,Part-Time,23,668972,706608,Company Provided,LN1001124,926830,Debt Consolidation,B,11.34,48,2021-01-27,780,1,12,0,44.08,0,1.3855,0,No Default
LN1001125,Simran Oberoi,GNBYL3498I,42,Female,Chennai,Tamil Nadu,,,21,,254811,Company Provided,LN1001125,93539,Home Renovation,F,14.68,12,2021-03-19,558,8,6,1,35.97,0,0.3186,0,No Default
LN1001126,Amit Malhotra,NXYAW7777V,21,Male,Pune,Maharashtra,Illiterate,Government Employee,37,375405,349805,Parental Home,LN1001126,368117,Personal Use,D,15.25,48,2024-02-21,674,8,6,4,43.56,0,0.9806,0,No Default
LN1001127,Simran Doshi,BZFRH1295K,48,Female,Agra,Uttar Pradesh,Illiterate,Contract/Freelance,151,438641,512913,Rented,LN1001127,560975,Agriculture,F,11.93,36,2022-09-18,589,6,14,1,22.78,0,1.2789,1,Default
LN1001128,Hemant Dubey,ERALI2409X,35,Male,Vadodara,Gujarat,10th Pass,Salaried,109,483960,620334,Rented,LN1001128,414742,Consumer Durables,E,13.81,12,2021-07-20,644,17,3,0,43.56,1,0.857,1,Default
LN1001129,Omkar Yadav,GRRKX2109J,30,Male,Rajkot,Gujarat,10th Pass,Self-Employed,30,469158,519298,Rented,LN1001129,906100,Vehicle Purchase,D,15.21,36,2024-01-23,676,19,13,1,49.92,2,1.9313,1,Default
LN1001130,Shubham Tripathi,ZRQBE1990Y,34,Male,Ahmedabad,Gujarat,,Self-Employed,57,574700,549928,Mortgaged,LN1001130,343849,Education Fees,D,,60,2023-04-22,675,1,3,2,53.31,0,0.5983,0,No Default
LN1001131,Ravi Sharma,UYZCL1774D,34,Male,Chandigarh,Punjab,12th Pass,Contract/Freelance,41,734028,671509,Parental Home,LN1001131,318320,Home Renovation,D,16.44,36,2024-04-05,683,15,4,1,65.2,0,0.4337,0,No Default
LN1001132,Savita Krishnan,MPUJC1852A,21,Female,Nashik,Maharashtra,Diploma,Government Employee,56,559937,531335,Mortgaged,LN1001132,548328,Medical Emergency,B,12.8,48,2022-12-10,779,13,1,1,38.66,0,0.9793,0,No Default
LN1001133,Deepak Goel,XQZTZ1356G,49,Male,Mysuru,Karnataka,Graduate,Contract/Freelance,84,580793,613711,Company Provided,LN1001133,388294,Wedding Expenses,D,13.43,48,2023-05-07,686,3,6,2,39.11,0,0.6686,1,Default
LN1001134,Nitesh Jain,MYQAW7487M,35,Male,Hyderabad,Telangana,Diploma,Salaried,1,171213,188109,Parental Home,LN1001134,275602,Credit Card Payoff,E,,60,2021-08-02,630,2,1,1,12.15,2,1.6097,1,Default
LN1001135,Akash Mittal,FEQUT0926Y,39,Male,Bhubaneswar,Odisha,Post-Graduate,Contract/Freelance,18,455949,567282,Parental Home,LN1001135,519852,Home Renovation,C,9.69,36,2020-07-24,727,3,11,1,27.03,0,1.1402,1,Default
LN1001136,Lalit Malhotra,MUKQF0403V,44,Male,Hyderabad,Telangana,Diploma,Self-Employed,153,589897,618816,Rented,LN1001136,229401,Education Fees,C,11.01,36,2024-09-01,745,9,4,0,32.1,0,0.3889,0,No Default
LN1001137,Deepak Dixit,YQKVZ8085R,24,Male,Indore,Madhya Pradesh,12th Pass,Part-Time,143,685130,658137,Rented,LN1001137,236139,Education Fees,F,16.68,12,2021-02-01,,16,13,,50.75,0,0.3447,1,Default
LN1001138,Falak Dubey,TPMOO7187U,39,Female,Mysuru,Karnataka,Professional Degree,Salaried,0,292023,260161,Mortgaged,LN1001138,250297,Consumer Durables,D,10.65,24,2021-08-29,,13,7,2,25.83,0,0.8571,0,No Default
LN1001139,Girish Das,IIVHW0391I,32,Male,Kochi,Kerala,Post-Graduate,Salaried,10,297918,306455,Own,LN1001139,933922,Agriculture,D,12.92,84,2021-04-10,706,19,12,1,46.95,0,3.1348,1,Default
LN1001140,Sapna Mittal,VZHWZ9347N,43,Female,Gurgaon,Haryana,Post-Graduate,Government Employee,243,313495,254782,Company Provided,LN1001140,37997,  HOME RENOVATION  ,E,12.99,60,2022-01-09,626,18,6,1,34.98,0,0.1212,1,Default
LN1001141,Lalit Goel,AZISW9683D,21,Male,Bengaluru,Karnataka,12th Pass,Self-Employed,32,610386,591671,Own,LN1001141,477786,Credit Card Payoff,B,12.23,36,2021-01-02,pending,12,8,2,32.34,0,0.7828,0,No Default
LN1001142,Kavya Mishra,ZTIDO5003Y,34,Female,Vadodara,Gujarat,10th Pass,Salaried,40,822684,716567,Rented,LN1001142,371012,Medical Emergency,E,11.76,36,2021-09-11,637,12,4,0,38.73,0,0.451,1,Default
LN1001143,Arjun Agarwal,OOWVO5625J,28,Male,Visakhapatnam,Andhra Pradesh,Professional Degree,Part-Time,8,346460,353767,Rented,LN1001143,111679,Education Fees,E,,72,2020-01-29,660,1,9,1,29.13,0,0.3223,0,No Default
LN1001144,Ravi Bhat,CKYIW0371D,39,Male,Chennai,Tamil Nadu,12th Pass,Unemployed,107,762820,860763,Parental Home,LN1001144,449912,Credit Card Payoff,E,13.23,36,21 Dec 2023,636,8,10,2,28.56,2,0.5898,1,Default
LN1001145,Chitra Shinde,YPCMM3525R,39,Female,Hyderabad,Telangana,12th Pass,Contract/Freelance,12,476435,532198,Rented,LN1001145,505360,Agriculture,E,9.94,48,2022-12-29,,17,8,,9.43,0,1.0607,1,Default
LN1001146,Sunita Mehta,XGIEX7184X,27,Female,Vadodara,Gujarat,Graduate,Government Employee,10,410622,477387,Own,LN1001146,547297,Travel,F,13.96,12,2020-09-16,562,7,14,2,31.28,0,1.3328,1,Default
LN1001147,Umesh Chatterjee,SEYWN9052Z,27,Male,Hyderabad,Telangana,Graduate,Self-Employed,12,389714,359039,Own,LN1001147,56597,Medical Emergency,G,12.51,48,2021-07-15,534,9,5,0,27.8,1,0.1452,1,Default
LN1001148,Vikas Mishra,SVMGL6382E,33,Male,Patna,Bihar,Professional Degree,Unemployed,121,692433,881228,Parental Home,LN1001148,942670,Debt Consolidation,B,10.44,72,2020-04-03,777,17,14,2,27.26,0,1.3614,0,No Default
LN1001149,Sachin Yadav,KPXHG8146P,26,Male,Bhopal,Madhya Pradesh,Graduate,,58,537856,623865,Mortgaged,LN1001149,216118,,F,13.16,72,2020-04-21,582,10,6,0,41.25,0,0.4018,0,No Default
LN1001150,Girish Nanda,ACPTR5859H,43,Male,Chennai,Tamil Nadu,Graduate,Government Employee,70,1733226,2000867,Mortgaged,LN1001150,585720,Agriculture,F,14.59,36,2023-02-07,570,4,5,1,,0,0.3379,1,Default
LN1001151,Mahesh Jain,DBZTT6129S,31,Male,Nashik,Maharashtra,Post-Graduate,Part-Time,22,265312,326043,Mortgaged,LN1001151,608499,Education Fees,G,14.4,48,2021-08-21,477,7,6,2,38.48,0,2.2935,1,Default
LN1001152,Dinesh Mishra,AFCSK3416D,21,Male,Rajkot,Gujarat,Professional Degree,Self-Employed,115,,655926,Rented,LN1001152,196086,Education Fees,F,16.44,48,2023-11-29,598,7,1,3,49.93,2,0.3248,1,Default
LN1001153,Ankita Shah,WIKRR4262L,31,Female,Meerut,Uttar Pradesh,Graduate,Unemployed,74,322055,335789,Company Provided,LN1001153,575113,Vehicle Purchase,G,15.33,12,2020-09-15,544,8,4,2,43.63,0,1.7858,1,Default
LN1001154,Bhavya Chatterjee,ERYGM2004B,24,Female,Kochi,Kerala,Post-Graduate,Unemployed,66,262610,331482,Company Provided,LN1001154,276552,Debt Consolidation,B,11.08,24,2023-07-30,781,8,9,2,30.57,0,1.0531,1,Default
