loan_id,applicant_name,pan_number,age,gender,city,state,education,employment_status,months_employed,employment_years,annual_income_inr,annual_income_stated_inr,property_ownership,loan_amount_inr,loan_purpose,loan_grade,interest_rate,loan_term_months,estimated_emi,application_date,app_year,app_month,app_quarter,credit_score,credit_tier,num_credit_lines,num_open_accounts,num_late_payments,dti_ratio,bankruptcies,loan_to_income_ratio,emi_to_income_ratio,monthly_income,income_discrepancy_pct,income_mismatch_flag,stable_employment,risk_score_raw,risk_category,high_risk_flag,ml_default_probability,ml_risk_flag,default_status,default_label
LN1000867,Aditi Rao,GPYDQ4878B,26.0,Female,Meerut,Uttar Pradesh,Illiterate,Retired,70.0,5.8,432873.0,445892,Mortgaged,206035,Credit Card Payoff,D,11.35,12,1948.0,2022-05-08,2022.0,5.0,2.0,676.0,Fair (650-699),19,14,1.0,22.29,0,0.476,0.054,36073.0,3.01,0,1,2.42,Low Risk,0,0.1967,0,1,Default
LN1000868,Ankita Rao,XNALA5774S,40.0,Female,Mysuru,Karnataka,10th Pass,Salaried,39.0,3.2,483188.0,508620,Parental Home,250549,Business Expansion,D,12.61,36,2632.0,2023-01-07,2023.0,1.0,1.0,702.0,Good (700-749),9,9,2.0,35.67,0,0.5185,0.0654,40266.0,5.26,0,1,3.02,Medium Risk,0,0.3288,0,1,Default
LN1000869,Vijay Shinde,IBBCO1158S,47.0,Male,Vadodara,Gujarat,12th Pass,Contract/Freelance,39.0,3.2,323424.0,383281,Mortgaged,143538,Vehicle Purchase,A,9.24,36,1104.0,2024-03-10,2024.0,3.0,1.0,810.0,Excellent (750+),10,2,0.0,14.51,0,0.4438,0.041,26952.0,18.51,0,1,1.04,Low Risk,0,0.0306,0,0,No Default
LN1000870,Naveen Hegde,XPZTT4248X,28.0,Male,Kochi,Kerala,Graduate,Part-Time,8.0,0.7,2802762.0,2936603,Parental Home,482311,Consumer Durables,E,14.49,36,5823.0,2024-02-13,2024.0,2.0,1.0,635.0,Poor (600-649),17,2,1.0,50.87,0,0.1721,0.0249,233564.0,4.78,0,0,3.27,Medium Risk,1,0.18,0,0,No Default
LN1000871,Parth Sharma,DIEOL7798M,39.0,Male,Faridabad,Haryana,Illiterate,Government Employee,15.0,1.2,433104.5,760721,Parental Home,577601,Agriculture,F,14.33,60,6897.0,2023-01-23,2023.0,1.0,1.0,586.0,Very Poor (<600),18,8,3.0,36.23,0,0.5773,0.1911,36092.0,75.64,1,0,4.13,Medium Risk,1,0.769,1,1,Default
LN1000872,Mahesh Jadhav,OAVAF4226K,21.0,Male,Varanasi,Uttar Pradesh,Diploma,Contract/Freelance,35.0,2.9,209666.0,259974,Parental Home,140793,Vehicle Purchase,G,8.21,84,962.0,2024-06-26,2024.0,6.0,2.0,539.0,Very Poor (<600),8,12,1.0,8.48,2,0.6715,0.0551,17472.0,23.99,1,1,4.44,Medium Risk,1,0.9179,1,1,Default
LN1000873,Meera Mukherjee,NQFVY8751E,29.0,Female,Thane,Maharashtra,Professional Degree,Part-Time,15.0,1.2,508754.0,547964,Rented,263382,Agriculture,F,14.76,36,3239.0,2023-05-20,2023.0,5.0,2.0,591.0,Very Poor (<600),7,11,3.0,30.49,0,0.5177,0.0764,42396.0,7.71,0,0,3.94,Medium Risk,1,0.6965,1,1,Default
LN1000874,Suresh Mukherjee,FEAPV7593K,34.0,Male,Guwahati,Assam,12th Pass,Contract/Freelance,11.0,0.9,307182.0,219749,Own,141057,Debt Consolidation,E,11.81,36,1387.0,2021-03-27,2021.0,3.0,1.0,647.0,Poor (600-649),9,6,0.0,41.95,0,0.4592,0.0542,25598.0,-28.46,0,0,2.68,Low Risk,0,0.285,0,0,No Default
LN1000875,Puja Agarwal,YRFEZ2970O,25.0,Female,Kolkata,West Bengal,Post-Graduate,Salaried,4.0,0.3,240701.0,306433,Rented,193076,Debt Consolidation,A,8.0,72,1286.0,2022-09-26,2022.0,9.0,3.0,793.0,Excellent (750+),10,3,0.0,30.0,0,0.8021,0.0641,20058.0,27.31,1,0,1.64,Low Risk,0,0.0831,0,1,Default
LN1000876,Kritika Menon,DYAWW2041Y,25.0,Female,Kolkata,West Bengal,Professional Degree,Unemployed,8.0,0.7,197987.0,253640,Rented,532699,Education Fees,F,12.8,36,5681.0,2021-03-25,2021.0,3.0,1.0,608.0,Poor (600-649),12,12,2.0,30.86,0,2.6906,0.3443,16499.0,28.11,1,0,4.17,Medium Risk,0,0.9749,1,1,Default
LN1000877,Sangita Narang,JVCEX7171P,28.0,Female,Vadodara,Gujarat,12th Pass,Unemployed,70.0,5.8,573394.0,515001,Parental Home,216763,Vehicle Purchase,E,9.07,60,1637.0,2021-07-12,2021.0,7.0,3.0,667.0,Fair (650-699),15,2,0.0,16.63,0,0.378,0.0343,47783.0,-10.18,0,1,1.9,Low Risk,0,0.0892,0,0,No Default
LN1000878,Lokesh Rao,TJZKF0545O,37.0,Male,Surat,Gujarat,12th Pass,Retired,60.0,5.0,293952.0,249065,Mortgaged,293438,Debt Consolidation,E,14.61,36,3572.0,2022-06-11,2022.0,6.0,2.0,648.0,Poor (600-649),15,5,2.0,43.5,1,0.9983,0.1458,24496.0,-15.27,0,1,4.44,Medium Risk,1,0.9087,1,1,Default
LN1000879,Disha Shinde,AJKZC3309U,33.0,Female,Raipur,Chhattisgarh,Diploma,Self-Employed,2.0,0.2,790717.0,973705,Rented,115946,Vehicle Purchase,C,10.96,24,1058.0,2022-09-21,2022.0,9.0,3.0,745.0,Good (700-749),4,8,1.0,25.27,0,0.1466,0.0161,65893.0,23.14,1,0,1.98,Low Risk,0,0.0704,0,0,No Default
LN1000880,Lalita Khanna,HZCQK4926K,21.0,Female,Ghaziabad,Uttar Pradesh,Illiterate,Government Employee,10.0,0.8,803127.0,989187,Parental Home,412872,Credit Card Payoff,A,8.0,48,2751.0,2020-02-29,2020.0,2.0,1.0,852.0,Excellent (750+),4,6,1.0,2.65,1,0.5141,0.0411,66927.0,23.17,1,0,1.67,Low Risk,1,0.0679,0,1,Default
LN1000881,Geeta Das,BWEAN1405G,21.0,Female,Nagpur,Maharashtra,Diploma,Contract/Freelance,39.0,3.2,1008877.0,1142349,Mortgaged,351164,Business Expansion,F,15.53,60,4544.0,2022-03-07,2022.0,3.0,1.0,607.0,Poor (600-649),1,12,2.0,29.43,0,0.3481,0.054,84073.0,13.23,0,1,3.36,Medium Risk,0,0.5028,0,0,No Default
LN1000882,Jyoti Tiwari,WRJKE1997Z,28.0,Female,Delhi,Delhi,10th Pass,Salaried,18.0,1.5,265287.0,263479,Mortgaged,217450,Medical Emergency,F,14.51,36,2628.0,2021-11-19,2021.0,11.0,4.0,610.0,Poor (600-649),12,3,1.0,49.72,2,0.8197,0.1189,22107.0,-0.68,0,0,5.11,High Risk,1,0.9693,1,1,Default
LN1000883,Girish Kapoor,RJYUA2438T,39.0,Male,Bengaluru,Karnataka,Graduate,Government Employee,83.0,6.9,588433.0,553849,Company Provided,317327,Agriculture,C,9.83,36,2598.0,2023-10-01,2023.0,10.0,4.0,733.0,Good (700-749),2,12,2.0,29.2,0,0.5393,0.053,49036.0,-5.88,0,1,2.68,Low Risk,0,0.1576,0,1,Default
LN1000884,Hemant Mishra,IUIXA8903T,21.0,Male,Delhi,Delhi,Illiterate,Self-Employed,73.0,6.1,646593.0,743585,Rented,410941,Home Renovation,D,16.18,60,5540.0,2023-10-22,2023.0,10.0,4.0,653.0,Fair (650-699),15,12,0.0,61.07,0,0.6355,0.1028,53883.0,15.0,0,1,3.18,Medium Risk,1,0.547,0,0,No Default
LN1000885,Sachin Krishnan,SECJF4094N,30.0,Male,Bhopal,Madhya Pradesh,Diploma,,106.0,8.8,332865.0,320835,Own,204759,Wedding Expenses,A,12.54,36,2139.0,2024-06-22,2024.0,6.0,2.0,797.0,Excellent (750+),17,9,1.0,41.43,0,0.6151,0.0771,27739.0,-3.61,0,1,2.24,Low Risk,0,0.1348,0,0,No Default
LN1000886,Mukesh Goel,WNDPQ3491V,29.0,Male,Coimbatore,Tamil Nadu,10th Pass,Part-Time,39.0,3.2,278434.0,268614,Rented,128877,Personal Use,D,13.06,48,1402.0,2022-04-08,2022.0,4.0,2.0,696.0,Fair (650-699),7,8,1.0,40.08,2,0.4629,0.0604,23203.0,-3.53,0,1,4.25,Medium Risk,1,0.8478,1,1,Default
LN1000887,Lata Bansal,OYRCM8515Z,48.0,Female,Agra,Uttar Pradesh,Illiterate,Unemployed,20.0,1.7,1162068.0,1368424,Company Provided,1281961,Agriculture,E,13.29,36,14197.0,,,,,621.0,Poor (600-649),6,10,1.0,33.07,0,1.1032,0.1466,96839.0,17.76,0,0,3.22,Medium Risk,0,0.6454,1,1,Default
LN1000888,Girish Shah,YFCCK8121V,31.0,Male,Bhopal,Madhya Pradesh,Post-Graduate,Unemployed,44.0,3.7,507117.0,612278,Rented,232514,Personal Use,D,11.32,36,2192.0,2020-12-04,2020.0,12.0,4.0,697.0,Fair (650-699),12,6,0.0,33.98,0,0.4585,0.0519,42260.0,20.74,1,1,2.19,Low Risk,0,0.1784,0,0,No Default
LN1000889,Siddharth Chatterjee,HSMPN9283L,38.0,Male,Gurgaon,Haryana,Professional Degree,Salaried,4.0,0.3,647957.0,832706,Company Provided,338496,Agriculture,C,8.93,24,2518.0,2024-09-17,2024.0,9.0,3.0,738.0,Good (700-749),19,1,1.0,31.05,1,0.5224,0.0466,53996.0,28.51,1,0,3.05,Medium Risk,1,0.3388,0,0,No Default
LN1000890,Dinesh Banerjee,RPYAX3011E,36.0,Male,Bhubaneswar,Odisha,Professional Degree,Salaried,0.0,0.0,270155.0,212634,Own,734972,Wedding Expenses,C,11.59,48,7098.0,2022-08-15,2022.0,8.0,3.0,715.0,Good (700-749),1,2,2.0,30.47,1,2.7206,0.3153,22513.0,-21.29,0,0,4.3,Medium Risk,1,0.976,1,1,Default
LN1000891,Umesh Chaudhary,QVGKA4818S,21.0,Male,Gurgaon,Haryana,12th Pass,Retired,0.0,0.0,212868.0,209712,Parental Home,4283746,,D,15.53,24,55438.0,2020-09-18,2020.0,9.0,3.0,690.0,Fair (650-699),14,4,1.0,42.96,0,20.124,3.1252,17739.0,-1.48,0,0,3.7,Medium Risk,0,1.0,1,1,Default
LN1000892,Parth Rao,KZLGL7653F,42.0,Male,Surat,Gujarat,Diploma,Salaried,25.0,2.1,314371.0,317118,Parental Home,151578,Wedding Expenses,C,8.32,36,1050.0,2023-06-28,2023.0,6.0,2.0,653.0,Fair (650-699),4,2,0.0,20.96,0,0.4822,0.0401,26198.0,0.87,0,1,2.13,Low Risk,0,0.142,0,0,No Default
LN1000893,Mukesh Chaudhary,GUMOR6350L,37.0,Male,Bhopal,Madhya Pradesh,,Salaried,12.0,1.0,410687.0,434216,Own,496271,Medical Emergency,C,10.9,36,4507.0,2022-12-29,2022.0,12.0,4.0,743.0,Good (700-749),5,3,3.0,18.86,0,1.2084,0.1317,34224.0,5.73,0,0,2.99,Low Risk,0,0.4294,0,1,Default
LN1000894,Chitra Gupta,LAOCZ8171L,40.0,Female,Chennai,Tamil Nadu,10th Pass,Salaried,8.0,0.7,233623.0,203069,Rented,220733,Wedding Expenses,B,8.0,84,1471.0,2020-02-25,2020.0,2.0,1.0,760.0,Excellent (750+),1,14,1.0,18.15,2,0.9448,0.0756,19469.0,-13.08,0,0,3.49,Medium Risk,1,0.6546,1,0,No Default
LN1000895,Abhishek Bhosale,HLZCW5399G,65.0,Male,Indore,Madhya Pradesh,Professional Degree,Government Employee,45.0,3.8,439807.0,503614,Own,248412,Personal Use,D,15.88,84,3286.0,2022-03-17,2022.0,3.0,1.0,701.0,Good (700-749),1,8,2.0,65.68,0,0.5648,0.0897,36651.0,14.51,0,1,3.79,Medium Risk,1,0.6176,1,1,Default
LN1000896,Deepak Mukherjee,DRUFT5755B,21.0,Male,Surat,Gujarat,Professional Degree,Retired,255.0,21.2,160636.0,215798,Own,218786,Agriculture,E,13.54,60,2468.0,,,,,636.0,Poor (600-649),6,9,3.0,42.96,0,1.362,0.1844,13386.0,34.34,1,1,4.27,Medium Risk,0,0.8145,1,1,Default
LN1000897,Vikas Verma,UJFYN3116T,52.0,Male,Visakhapatnam,Andhra Pradesh,Illiterate,Government Employee,9.0,0.8,225927.0,199075,Mortgaged,164726,Credit Card Payoff,E,12.76,84,1751.0,2023-03-01,2023.0,3.0,1.0,661.0,Fair (650-699),5,6,0.0,39.57,0,0.7291,0.093,18827.0,-11.89,0,0,2.63,Low Risk,0,0.3721,0,1,Default
LN1000898,Rohan Khanna,FYSOY4209M,32.0,Male,Srinagar,Jammu & Kashmir,Illiterate,Unemployed,37.0,3.1,661686.0,720097,Own,351897,Agriculture,C,9.15,24,2682.0,2023-09-19,2023.0,9.0,3.0,746.0,Good (700-749),2,4,0.0,19.14,1,0.5318,0.0486,55140.0,8.83,0,1,2.3,Low Risk,1,0.1952,0,0,No Default
LN1000899,Dev Mittal,HXZXM1902R,37.0,Male,Nashik,Maharashtra,Diploma,Unemployed,6.0,0.5,635567.0,793342,Rented,129036,Debt Consolidation,F,12.4,84,1332.0,2020-02-25,2020.0,2.0,1.0,584.0,Very Poor (<600),5,11,0.0,44.35,0,0.203,0.0251,52964.0,24.82,1,0,3.02,Medium Risk,1,0.3658,0,0,No Default
LN1000900,Ankit Chatterjee,RFTPB7141Z,34.0,Male,Raipur,Chhattisgarh,Illiterate,Contract/Freelance,130.0,10.8,349715.0,358230,Company Provided,702756,Debt Consolidation,D,13.85,24,8110.0,2020-06-20,2020.0,6.0,2.0,679.0,Fair (650-699),9,2,4.0,33.25,0,2.0095,0.2783,29143.0,2.43,0,1,4.39,Medium Risk,1,0.9205,1,1,Default
LN1000901,Kartik Bhat,ZZKEK5232I,30.0,Male,Kochi,Kerala,Graduate,Self-Employed,16.0,1.3,240227.0,228217,Company Provided,376435,Consumer Durables,F,14.52,36,4554.0,2023-08-09,2023.0,8.0,3.0,618.0,Poor (600-649),19,7,3.0,38.21,1,1.567,0.2275,20019.0,-5.0,0,0,5.07,High Risk,1,0.9751,1,1,Default
LN1000902,Vikas Reddy,DKSPR2123U,29.0,Male,Meerut,Uttar Pradesh,Illiterate,Contract/Freelance,101.0,8.4,238842.0,259557,Mortgaged,486846,Home Renovation,E,10.8,36,4381.0,2022-05-27,2022.0,5.0,2.0,652.0,Fair (650-699),15,10,1.0,20.35,0,2.0384,0.2201,19904.0,8.67,0,1,3.03,Medium Risk,0,0.7593,1,1,Default
LN1000903,Gayatri Iyer,DICQM6217O,38.0,Female,Meerut,Uttar Pradesh,Graduate,Government Employee,15.0,1.2,353641.0,413783,Own,261363,Vehicle Purchase,B,12.61,84,2745.0,2020-10-04,2020.0,10.0,4.0,752.0,Excellent (750+),13,11,1.0,35.03,0,0.7391,0.0931,29470.0,17.01,0,0,2.39,Low Risk,0,0.2261,0,0,No Default
LN1000904,Krishna Malhotra,DWTSW9082U,21.0,Male,Jodhpur,Rajasthan,12th Pass,Part-Time,78.0,6.5,651290.0,566935,Parental Home,280115,Consumer Durables,E,13.7,48,3197.0,2024-11-10,2024.0,11.0,4.0,665.0,Fair (650-699),12,7,2.0,28.64,0,0.4301,0.0589,54274.0,-12.95,0,1,3.03,Medium Risk,0,0.3394,0,1,Default
LN1000905,Umesh Menon,MPWRU7219T,42.0,Male,Indore,Madhya Pradesh,,Government Employee,11.0,0.9,772160.0,938517,Own,442986,Business Expansion,E,10.4,48,3838.0,2022-08-03,2022.0,8.0,3.0,653.0,Fair (650-699),5,10,1.0,23.52,0,0.5737,0.0596,64347.0,21.54,1,0,2.62,Low Risk,0,0.2606,0,0,No Default
LN1000906,Devesh Khanna,YWGWM7401Y,30.0,Male,Jaipur,Rajasthan,Illiterate,Self-Employed,16.0,1.3,328430.0,337667,Mortgaged,160358,Debt Consolidation,G,15.23,84,2034.0,2021-01-07,2021.0,1.0,1.0,541.0,Very Poor (<600),2,9,2.0,46.01,0,0.4883,0.0743,27369.0,2.81,0,0,4.21,Medium Risk,1,0.8018,1,1,Default
LN1000907,Simran Doshi,HSHGN4890D,23.0,Female,Chandigarh,Punjab,Professional Degree,Retired,10.0,0.8,221439.0,212564,Rented,281927,Consumer Durables,D,8.83,48,2074.0,2020-04-12,2020.0,4.0,2.0,709.0,Good (700-749),4,5,1.0,11.93,0,1.2732,0.1124,18453.0,-4.01,0,0,2.24,Low Risk,0,0.2825,0,1,Default
LN1000908,Gayatri Krishnan,SMPFL2984T,30.0,Female,Bhubaneswar,Odisha,12th Pass,Salaried,14.0,1.2,519543.0,431223,Mortgaged,198445,Credit Card Payoff,D,12.32,48,2036.0,2021-06-16,2021.0,6.0,2.0,701.0,Good (700-749),18,10,2.0,43.47,0,0.382,0.047,43295.0,-17.0,0,0,3.17,Medium Risk,0,0.293,0,0,No Default
LN1000909,Omkar Kulkarni,VJNYJ6579S,47.0,Male,Visakhapatnam,Andhra Pradesh,Professional Degree,Contract/Freelance,86.0,7.2,269919.0,259673,Company Provided,194191,Consumer Durables,A,11.62,12,1879.0,2022-02-15,2022.0,2.0,1.0,653.0,Fair (650-699),10,4,2.0,45.27,0,0.7194,0.0835,22493.0,-3.8,0,1,3.61,Medium Risk,0,0.5224,0,0,No Default
LN1000910,Devesh Chatterjee,CZGPS6870U,29.0,Male,Pune,Maharashtra,12th Pass,Retired,48.0,4.0,324178.0,314117,Own,82711,Agriculture,E,11.64,60,801.0,2021-11-01,2021.0,11.0,4.0,625.0,Poor (600-649),13,10,1.0,21.81,1,0.2551,0.0297,27015.0,-3.1,0,1,3.38,Medium Risk,1,0.5395,0,1,Default
LN1000911,Hemant Mukherjee,UWONY8676A,38.0,Male,Guwahati,Assam,Graduate,Government Employee,24.0,2.0,979860.0,863009,Company Provided,924981,,E,12.09,84,9318.0,2021-03-09,2021.0,3.0,1.0,667.0,Fair (650-699),12,6,0.0,22.7,0,0.944,0.1141,81655.0,-11.93,0,1,2.24,Low Risk,0,0.3248,0,0,No Default
LN1000912,Anjali Sinha,FEQIH4048L,27.0,Female,Noida,Uttar Pradesh,Illiterate,Retired,170.0,14.2,726700.0,821932,Own,224004,Wedding Expenses,E,12.03,84,2245.0,2022-07-20,2022.0,7.0,3.0,669.0,Fair (650-699),2,12,3.0,35.03,0,0.3082,0.0371,60558.0,13.1,0,1,3.53,Medium Risk,0,0.2746,0,1,Default
LN1000913,Pradeep Chatterjee,VIZGL0492Z,42.0,Male,Nagpur,Maharashtra,,Part-Time,30.0,2.5,486399.0,526312,Own,817791,Agriculture,B,15.24,24,10385.0,2021-10-31,2021.0,10.0,4.0,776.0,Excellent (750+),15,2,3.0,35.03,0,1.6813,0.2562,40533.0,8.21,0,1,3.36,Medium Risk,0,0.7608,1,0,No Default
LN1000914,Shubham Mishra,EOWQT7714C,41.0,Male,Guwahati,Assam,10th Pass,Unemployed,167.0,13.9,206250.0,248967,Parental Home,765400,Agriculture,E,12.3,24,7844.0,,,,,642.0,Poor (600-649),14,2,2.0,32.71,0,3.711,0.4564,17188.0,20.71,1,1,4.12,Medium Risk,0,0.9897,1,1,Default
LN1000915,Divya Joshi,IQTVF8176K,53.0,Female,Varanasi,Uttar Pradesh,Professional Degree,Self-Employed,10.0,0.8,502242.0,586227,Company Provided,147237,Wedding Expenses,D,14.88,36,1825.0,2024-04-07,2024.0,4.0,2.0,672.0,Fair (650-699),10,12,2.0,41.5,0,0.2932,0.0436,41854.0,16.72,0,0,3.27,Medium Risk,0,0.4019,0,0,No Default
LN1000916,Mohan Kapoor,QQTFW4343F,33.0,Male,Agra,Uttar Pradesh,Post-Graduate,Self-Employed,112.0,9.3,837012.0,806857,Own,169077,Credit Card Payoff,D,16.93,36,2384.0,,,,,698.0,Fair (650-699),8,9,1.0,61.44,0,0.202,0.0342,69751.0,-3.6,0,1,3.18,Medium Risk,1,0.3274,0,1,Default
LN1000917,Devesh Pillai,YICPX7575M,41.0,Male,Gurgaon,Haryana,Graduate,Government Employee,0.0,0.0,353139.0,357691,Mortgaged,2174592,Agriculture,E,13.38,36,24246.0,2022-02-15,2022.0,2.0,1.0,664.0,Fair (650-699),15,7,4.0,27.38,0,6.1579,0.8239,29428.0,1.29,0,0,4.66,Medium Risk,1,0.9999,1,1,Default
LN1000918,Kritika Pawar,QBCSX6813L,35.0,Female,Chennai,Tamil Nadu,12th Pass,,37.0,3.1,995169.0,943604,Mortgaged,1233847,Business Expansion,F,8.59,48,8831.0,2021-07-23,2021.0,7.0,3.0,614.0,Poor (600-649),13,7,0.0,9.27,1,1.2398,0.1065,82931.0,-5.18,0,1,3.06,Medium Risk,1,0.6981,1,1,Default
LN1000919,Aishwarya Bhatt,KXCYV8250H,47.0,Female,Agra,Uttar Pradesh,Post-Graduate,,26.0,2.2,960920.0,788458,Own,354313,Travel,E,14.49,60,4277.0,2024-03-20,2024.0,3.0,1.0,665.0,Fair (650-699),8,13,2.0,47.39,0,0.3687,0.0534,80077.0,-17.95,0,1,3.48,Medium Risk,0,0.4439,0,0,No Default
LN1000920,Nisha Jain,LBORH4892H,27.0,Female,Indore,Madhya Pradesh,Post-Graduate,Part-Time,35.0,2.9,1200489.0,1341604,Own,433722,Home Renovation,C,14.07,72,5084.0,2024-08-30,2024.0,8.0,3.0,735.0,Good (700-749),14,5,1.0,60.25,2,0.3613,0.0508,100041.0,11.75,0,1,4.49,Medium Risk,1,0.8025,1,1,Default
LN1000921,Neha Deshpande,LVDHZ8445S,42.0,Female,Mysuru,Karnataka,Diploma,Government Employee,38.0,3.2,531333.0,576427,Mortgaged,232910,Vehicle Purchase,F,16.79,12,3258.0,2022-05-13,2022.0,5.0,2.0,567.0,Very Poor (<600),1,7,4.0,40.89,0,0.4384,0.0736,44278.0,8.49,0,1,4.71,Medium Risk,1,0.8645,1,1,Default
LN1000922,Mansi Kumar,EENKO9327L,33.0,Female,Jaipur,Rajasthan,Diploma,Unemployed,23.0,1.9,629345.0,609684,Mortgaged,490238,Wedding Expenses,E,11.45,36,4677.0,2021-05-31,2021.0,5.0,2.0,653.0,Fair (650-699),13,9,1.0,18.68,0,0.779,0.0892,52445.0,-3.12,0,0,2.57,Low Risk,0,0.3116,0,0,No Default
LN1000923,Mona Chopra,UGJXY3391W,34.0,Female,Bengaluru,Karnataka,Diploma,Government Employee,300.0,25.0,1033552.0,1220421,Rented,219251,Home Renovation,F,11.56,36,2111.0,2024-09-05,2024.0,9.0,3.0,653.0,Fair (650-699),8,10,0.0,35.03,0,0.2121,0.0245,86129.0,18.08,0,1,2.39,Low Risk,0,0.0704,0,1,Default
LN1000924,Anil Banerjee,GNDZU5438T,35.0,Male,Pune,Maharashtra,10th Pass,Salaried,180.0,15.0,578640.0,583877,Parental Home,87321,Education Fees,C,8.0,36,581.0,2020-06-16,2020.0,6.0,2.0,745.0,Good (700-749),18,5,0.0,18.22,2,0.1509,0.012,48220.0,0.91,0,1,2.91,Low Risk,1,0.2053,0,0,No Default
LN1000925,Aarav Shukla,FJSZV2284O,37.0,Male,Pune,Maharashtra,Illiterate,,156.0,13.0,327505.0,407715,Company Provided,143617,Medical Emergency,G,15.77,36,1886.0,2022-08-21,2022.0,8.0,3.0,653.0,Fair (650-699),9,9,3.0,44.64,0,0.4385,0.0691,27292.0,24.49,1,1,3.9,Medium Risk,0,0.6225,1,1,Default
LN1000926,Vikram Deshpande,MLYEO5038E,33.0,Male,Patna,Bihar,12th Pass,Government Employee,185.0,15.4,338024.0,350468,Mortgaged,367605,Personal Use,F,11.78,36,3608.0,2020-02-09,2020.0,2.0,1.0,653.0,Fair (650-699),13,1,0.0,14.73,0,1.0875,0.1281,28169.0,3.68,0,1,2.17,Low Risk,0,0.2813,0,0,No Default
LN1000927,Smita Iyer,BJYHG8054Y,37.0,Female,Delhi,Delhi,Professional Degree,Government Employee,75.0,6.2,510493.0,441979,Rented,164103,Education Fees,D,11.84,84,1618.0,2024-03-14,2024.0,3.0,1.0,680.0,Fair (650-699),3,13,1.0,30.5,0,0.3215,0.038,42541.0,-13.42,0,1,2.55,Low Risk,0,0.1826,0,0,No Default
LN1000928,Ashok Bose,YZFLN6358N,50.0,Male,Meerut,Uttar Pradesh,Illiterate,Retired,214.0,17.8,203956.0,262772,Parental Home,345554,Personal Use,B,11.69,36,3365.0,2023-01-09,2023.0,1.0,1.0,775.0,Excellent (750+),18,12,3.0,19.93,0,1.6943,0.198,16996.0,28.84,1,1,2.99,Low Risk,0,0.5018,0,1,Default
LN1000929,Vikas Sharma,DORIA6731C,44.0,Male,Nashik,Maharashtra,Post-Graduate,Retired,32.0,2.7,405974.0,452585,Company Provided,170712,Wedding Expenses,E,11.24,48,1598.0,2020-04-16,2020.0,4.0,2.0,644.0,Poor (600-649),10,3,0.0,36.9,2,0.4205,0.0472,33831.0,11.48,0,1,4.06,Medium Risk,1,0.8127,1,1,Default
LN1000930,Mahesh Goel,PNSTG6711U,43.0,Male,Lucknow,Uttar Pradesh,Diploma,Retired,25.0,2.1,854206.0,784160,Company Provided,209473,Consumer Durables,F,12.95,60,2260.0,2021-12-17,2021.0,12.0,4.0,605.0,Poor (600-649),5,7,3.0,29.5,0,0.2452,0.0317,71184.0,-8.2,0,1,3.74,Medium Risk,0,0.4794,0,1,Default
LN1000931,Girish Pandey,YSICK7683P,30.0,Male,Srinagar,Jammu & Kashmir,Diploma,Unemployed,73.0,6.1,150000.0,149948,Mortgaged,658168,Agriculture,A,11.6,60,6361.0,2021-04-04,2021.0,4.0,2.0,800.0,Excellent (750+),6,4,2.0,37.65,0,4.3878,0.5089,12500.0,-0.03,0,1,3.32,Medium Risk,0,0.9844,1,1,Default
LN1000932,Nisha Oberoi,DICJS8414H,26.0,Female,Rajkot,Gujarat,12th Pass,Government Employee,116.0,9.7,1110909.0,1039332,Mortgaged,430729,Agriculture,G,12.51,48,4489.0,2023-08-24,2023.0,8.0,3.0,534.0,Very Poor (<600),8,2,1.0,35.34,0,0.3877,0.0485,92576.0,-6.44,0,1,3.55,Medium Risk,1,0.4746,0,1,Default
LN1000933,Harsh Chopra,JQCLC2805V,44.0,Male,Vadodara,Gujarat,10th Pass,,59.0,4.9,867546.0,1048588,Rented,359775,Travel,G,13.15,60,3942.0,2020-05-20,2020.0,5.0,2.0,653.0,Fair (650-699),7,12,2.0,20.2,2,0.4147,0.0545,72296.0,20.87,1,1,4.38,Medium Risk,1,0.8659,1,1,Default
LN1000934,Kalpana Oberoi,JEZNA3095C,43.0,Female,Kanpur,Uttar Pradesh,,Unemployed,26.0,2.2,335756.0,251035,Parental Home,670162,Medical Emergency,D,13.68,48,7639.0,2024-05-18,2024.0,5.0,2.0,685.0,Fair (650-699),18,14,3.0,44.4,0,1.996,0.273,27980.0,-25.23,0,1,4.23,Medium Risk,0,0.9272,1,1,Default
LN1000935,Parth Agarwal,YEQEF3895S,49.0,Male,Srinagar,Jammu & Kashmir,Graduate,Part-Time,3.0,0.2,612947.0,675310,Own,507080,Credit Card Payoff,F,13.14,60,5552.0,2023-08-27,2023.0,8.0,3.0,609.0,Poor (600-649),14,3,0.0,34.27,1,0.8273,0.1087,51079.0,10.17,0,0,3.58,Medium Risk,1,0.7858,1,1,Default
LN1000936,Jagdish Bansal,ELVUN8469Z,28.0,Male,Aurangabad,Maharashtra,12th Pass,Government Employee,79.0,6.6,443249.0,355620,Own,997087,Wedding Expenses,F,12.73,36,10576.0,2020-03-23,2020.0,3.0,1.0,568.0,Very Poor (<600),15,7,3.0,20.17,0,2.2495,0.2863,36937.0,-19.77,0,1,4.39,Medium Risk,1,0.966,1,1,Default
